Group	File_0_Feature	File_0_m/z	File_1_Feature	File_1_m/z	File_2_Feature	File_2_m/z	File_3_Feature	File_3_m/z	File_4_Feature	File_4_m/z
1170			1226	337.3145	2310	337.3150	1018	337.3150		
1171			722	770.3904			637	770.3904		
1172			1129	723.5090	2260	723.5107				
1173					3315	700.5734	1431	700.5745		
1174			780	878.4602	1582	878.4644	686	878.4641		
1175			1307	446.3168	2405	446.3175	1046	446.3168		
1176			145	322.2128	468	322.2131	132	322.2124		
1177			139	616.2791	811	616.2841	406	616.2747		
1178	186	816.5821	1560	816.5792						
1179			180	138.0914	494	138.0908	142	138.0914		
1180			441	779.3782	861	779.3755	414	779.3749		
1181			603	658.3302	1120	658.3295	570	658.3305		
1182			1207	468.3889	2363	468.3893	1005	468.3894	756	468.3899
1183			1155	468.3897	2363	468.3893	1005	468.3894	756	468.3899
1184			1015	461.2155					298	461.2174
1185			617	924.4596			562	924.4607		
1186			987	472.2537			857	472.2537		
1187			1115	579.2935					642	579.2948
1188			1270	571.4630	2420	571.4625	1058	571.4619		
1189			1110	279.1587	2225	279.1593	938	279.1585	631	279.1589
1190			878	357.2526	1791	357.2541	773	357.2509		
1191			246	767.4878	716	767.4942	274	767.4907		
1192			701	998.4927	1237	998.4895	620	998.4975		
1193			1717	686.5580	3490	686.5578	1426	686.5560		
1194					2483	466.3738	1097	466.3679		
1195			1452	167.0339	2872	167.0351			852	167.0349
1196			1223	319.2847	2373	319.2846	1017	319.2843		
1197			1223	319.2847	2308	319.2846	1017	319.2843		
1198			697	896.4707	1289	896.4690	623	896.4670		
1199					3321	604.4939	1347	604.4959		
1200			1112	317.1159	2217	317.1152	940	317.1151	634	317.1166
1201			103	325.2233	835	325.2219	101	325.2235		
1202			118	193.1437	356	193.1441				
1203			759	726.3673	1471	726.3667	662	726.3649		
1204	233	427.4709			3578	427.4717				
1205					2210	295.1954	891	295.1937		
1206			1507	399.3466	2832	399.3466	1247	399.3480		
1207					443	617.3964	250	617.4049		
1208			1248	436.3251	2392	436.3239	1087	436.3295		
1209			1302	436.3292	2392	436.3239	1087	436.3295		
1210					3516	687.5613	1428	687.5626		
1211			1356	617.4119	2557	617.4121	1122	617.4115		
1212			1063	317.2108			887	317.2115		
1213			66	338.2085	242	338.2183	71	338.2084		
1214			1194	644.4942	2346	644.4951	994	644.4946	749	644.4947
1215					1572	729.4800	272	729.4750		
1216	99	348.3299			2838	348.3306			816	348.3292
1217			1367	496.4209	2517	496.4207	1138	496.4212		
1218			1326	496.4209	2517	496.4207	1138	496.4212		
1219			1426	496.3577			1169	496.3585		
1220			1451	149.0238	2870	149.0232	1191	149.0232	821	149.0230
1221			439	766.4063			412	766.4050		
1222			329	531.2881	664	531.2888				
1223			876	289.1985	1787	289.2004	770	289.1994		
1224			876	289.1985	1217	289.2021				
1225			353	685.4501	1550	685.4524	326	685.4442		
1226			353	685.4501	850	685.4497	326	685.4442		
1227			108	389.2588	1397	389.2553	104	389.2591		
1228			423	502.2874	1248	502.2963	464	502.2914		
1229			1693	535.4420	3486	535.4386				
1230	195	852.2527	1606	852.2524	3264	852.2566				
1231			1066	353.3096	2133	353.3107	909	353.3094		
1232			1704	656.5472	3511	656.5471	1419	656.5474		
1233			544	913.4753			512	913.4737		
1234			1385	475.3173	2666	475.3169				
1235			1468	798.5879	2895	798.5873	1202	798.5853	844	798.5878
1236			1099	337.2129	2234	337.2134	942	337.2123	637	337.2130
1237			1075	399.2507	2147	399.2511	915	399.2514		
1238					2499	589.3298	1101	589.3296		
1239	167	569.5322	1641	569.5322	3119	569.5354	1276	569.5332		
1240	167	569.5322	1641	569.5322	3119	569.5354	1386	569.5347		
1241			1590	340.3582	3230	340.3578	1225	340.3500		
1242			1590	340.3582	3306	340.3571	1225	340.3500		
1243			601	426.2329			94	426.2347		
1244			255	439.7835	649	439.7859	219	439.7827		
1245	190	531.4077	1596	531.4075	3242	531.4069	1339	531.4066	957	531.4080
1246			946	460.2694	1899	460.2696	829	460.2699	231	460.2787
1247			449	854.4270	869	854.4289	396	854.4218		
1248			962	488.2270					254	488.2249
1249			886	329.1750	1802	329.1748	775	329.1748		
1250			1437	566.4081	2915	566.4130	1176	566.4101	900	566.4071
1251			586	703.3590			573	703.3601		
1252	176	798.5605	1541	798.5614	3188	798.5645	1298	798.5663	928	798.5678
1253			532	624.2349			497	624.2363		
1254			1261	446.3188	2405	446.3175	1046	446.3168		
1255			918	329.0058	1843	329.0062				
1256			682	806.4024	1282	806.4042	614	806.4009		
1257			104	326.2269	211	326.2174	102	326.2265		
1258			1363	641.4215	2598	641.4209				
1259			181	225.1605	495	225.1591	146	225.1600		
1260			961	473.2647	1902	473.2646	831	473.2642		
1261			1369	540.4474	2594	540.4489	1107	540.4484		
1262			1369	540.4474	2594	540.4489	1135	540.4476		
1263			1322	540.4479	2594	540.4489	1107	540.4484		
1264			1322	540.4479	2594	540.4489	1135	540.4476		
1265					3091	739.5979	1286	739.5924	980	739.5950
1266			857	403.1758			729	403.1752		
1267			1610	549.4948	3267	549.4913				
1268					1777	277.2400	767	277.2398		
1269	180	873.5814			3305	873.5860	1368	873.5804	943	873.5804
1270	180	873.5814			3305	873.5860	1309	873.5815	943	873.5804
1271			2	304.2490	19	304.2476	19	304.2484		
1272			1728	328.3573	3569	328.3573	1435	328.3576		
1273			979	445.2341	1864	445.2337	797	445.2333		
1274			927	445.2337	1864	445.2337	797	445.2333		
1275			979	445.2341	1953	445.2339	797	445.2333		
1276			927	445.2337	1953	445.2339	797	445.2333		
1277			1508	417.3770	3055	417.3781	1240	417.3769		
1278			1508	417.3770	2834	417.3782	1240	417.3769		
1279					30	257.9673	38	257.9651		
1280					3225	933.5440	1311	933.5461		
1281			1506	327.2539	3025	327.2538	1238	327.2542		
1282			979	445.2341	1864	445.2337	852	445.2334		
1283			927	445.2337	1864	445.2337	852	445.2334		
1284			94	439.2288	917	439.2241	77	439.2293		
1285			573	793.3903	1071	793.3915	526	793.3906		
1286			222	495.3198	658	495.3137	225	495.3164		
1287			689	848.4207	1286	848.4197	609	848.4209		
1288	186	816.5821					1308	816.5918		
1289					1065	693.3671	521	693.3740		
1290			565	693.3777	1037	693.3732	521	693.3740		
1291			1217	425.3671	2369	425.3669	1013	425.3668		
1292			1217	425.3671	2288	425.3679	1013	425.3668		
1293			296	390.2454	642	390.2496	213	390.2442		
1294	19	221.1524	19	221.1537	3	221.1539			15	221.1530
1295			311	454.2304	738	454.2295	353	454.2347		
1296			1388	532.3674	2674	532.3667				
1297			552	813.3155			546	813.3218		
1298			1030	459.9808			886	459.9803		
1299			1259	388.2639	2414	388.2648	1051	388.2633		
1300			995	452.2788	2000	452.2783				
1301			882	361.1370			762	361.1365		
1302			838	399.2649			731	399.2651		
1303			381	529.3006			359	529.3017		
1304	110	391.2848	1454	391.2833	2878	391.2833	1194	391.2835	827	391.2828
1305					1909	513.2997	834	513.2969		
1306			799	411.2757			698	411.2766		
1307			393	615.4056			318	615.4012		
1308			457	626.4010			390	626.3967		
1309			1509	418.3805	3026	418.3797				
1310					3422	673.5444	1394	673.5521		
1311			1740	761.2213	3591	761.2217	1446	761.2205		
1312			408	784.4911	823	784.4924				
1313			59	154.9775	145	154.9775				
1314			733	862.4322			651	862.4353		
1315					1088	255.1216	548	255.1245		
1316	222	772.5959	1656	772.5934	3409	772.5944				
1317			1016	325.2285	1788	325.2293	864	325.2288		
1318			1016	325.2285	2030	325.2319	864	325.2288		
1319			881	341.2199			708	341.2235		
1320					3091	739.5979	1286	739.5924	913	739.5939
1321			923	387.1799	1946	387.1807	844	387.1804		
1322			970	387.1806	1946	387.1807	844	387.1804		
1323			866	387.1806	1946	387.1807	844	387.1804		
1324			1448	437.3406	2889	437.3488			838	437.3470
1325			190	337.2318	578	337.2289	207	337.2305		
1326			164	337.2219	578	337.2289	207	337.2305		
1327			212	337.2240	578	337.2289	207	337.2305		
1328	102	568.1934					1180	568.1917		
1329	38	463.1329	1263	463.1317						
1330			952	500.2845	1906	500.2863	839	500.2858		
1331			852	352.2511	1746	352.2523	747	352.2519	232	352.2530
1332			1716	620.5826	3531	620.5832				
1333			1197	558.4492	2360	558.4495				
1334							1257	740.5941	924	740.5915
1335			1494	675.6765	2973	675.6793	1228	675.6761		
1336			616	882.4574	1131	882.4525	575	882.4535		
1337			1372	453.3983	2515	453.3988	1104	453.3981		
1338			1324	453.3991	2515	453.3988	1104	453.3981		
1339			1205	557.4455	2359	557.4459	1004	557.4453		
1340			174	479.2101			141	479.2139		
1341			932	409.1626	1936	409.1626	796	409.1625		
1342			932	409.1626	1936	409.1626	849	409.1631		
1343			587	704.3717	1124	704.3705	541	704.3716		
1344	201	820.7402					1377	820.7414	986	820.7397
1345	201	820.7402					1377	820.7414	954	820.7406
1346	1	98.9747	0	98.9750	10	98.9750	17	98.9748	10	98.9748
1347	1	98.9747	0	98.9750	10	98.9750	17	98.9748	0	98.9747
1348			1696	562.5395	3505	562.5410				
1349			1153	425.3675	2288	425.3679	1013	425.3668		
1350			914	316.2398			788	316.2391		
1351			914	316.2398			859	316.2379		
1352			105	354.2502	361	354.2482				
1353			443	783.3298	900	783.3273	416	783.3279		
1354			84	403.1585	328	403.1590	91	403.1584		
1355							7	143.0192	12	143.0190
1356			388	570.3644			386	570.3679		
1357	161	634.3122	1568	634.3136			1293	634.3118	902	634.3132
1358			1488	568.4268	2961	568.4271				
1359			968	389.1875			842	389.1865		
1360			681	762.4099	1256	762.4114	621	762.4128		
1361			293	348.2282	639	348.2288	342	348.2289		
1362			1290	351.3301	2452	351.3299	1076	351.3295		
1363	78	651.5683	1398	651.5692			1148	651.5670		
1364	5	372.1033	13	372.1024	26	372.1034				
1365			1209	470.3954	2305	470.3978				
1366			1762	85.0759	3625	85.0756				
1367			1416	582.4062	2766	582.4077				
1368			1416	582.4062	2595	582.4036				
1369			351	670.4324	816	670.4322	324	670.4318		
1370			1267	658.5114	2410	658.5094	1044	658.5115		
1371			954	658.3750	1889	658.3745	812	658.3786		
1372							39	374.9235	38	374.9241
1373			1298	350.3254	2321	350.3268	1075	350.3260		
1374			1348	761.5820	2559	761.5837				
1375			945	459.2502	1898	459.2505	820	459.2491		
1376			4	305.2514	13	305.2520				
1377			564	692.3722	1064	692.3724	540	692.3711		
1378			1164	380.3371	2377	380.3373	1009	380.3369	754	380.3367
1379			1244	393.2911	2387	393.2916	1030	393.2922		
1380			433	681.4256	702	681.4159				
1381			422	460.3100			381	460.3119		
1382	171	733.5959	1556	733.5914			1281	733.5910		
1383					2459	352.3279	1089	352.3225		
1384			1074	598.4007	2183	598.4024	934	598.4011		
1385			1086	598.4026	2183	598.4024	934	598.4011		
1386			1073	335.2795			907	335.2797		
1387			1644	438.3791			1301	438.3796		
1388			1256	412.3907	2399	412.3894	1042	412.3910		
1389			960	453.1684	1897	453.1672	819	453.1682		
1390	154	739.6277	1546	739.6268						
1391			324	498.2554			358	498.2583		
1392					3183	630.4958	1277	630.4961		
1393			435	723.4531			371	723.4510		
1394					3208	797.5800	1307	797.5801	982	797.5823
1395			734	369.2181	245	369.2170	653	369.2188		
1396			149	350.2081	579	350.2079	210	350.2036		
1397			1192	689.5243	2344	689.5258	998	689.5242		
1398	138	736.6081	1441	736.6076					930	736.6133
1399	138	736.6081	1441	736.6076					897	736.6132
1400			610	245.1290			566	245.1290		
1401			958	432.2384	1893	432.2381	815	432.2381		
1402			1300	355.2803	2453	355.2821	1077	355.2818		
1403			115	447.1848			97	447.1851		
1404			1017	254.1548	2056	254.1549	879	254.1547		
1405	138	736.6081	1504	736.6102					897	736.6132
1406			151	380.2662	1529	380.2651	137	380.2668		
1407			360	708.3679	853	708.3627	330	708.3649		
1408	167	569.5322	1641	569.5322	3379	569.5363	1386	569.5347		
1409			177	521.3378	556	521.3376	163	521.3403		
1410			1741	762.2204	3592	762.2210	1447	762.2207		
1411			1390	620.4293			1147	620.4296		
1412			1018	230.2483	2044	230.2481				
1413			395	620.9003	1226	620.9033				
1414					381	423.2217			85	423.2251
1415			1233	364.2638	2381	364.2644	1078	364.2585		
1416			1233	364.2638	2381	364.2644	1021	364.2641		
1417			1177	199.1694	2319	199.1695				
1418			925	425.1359	1951	425.1367	850	425.1359		
1419			1367	496.4209	2517	496.4207	1105	496.4211		
1420			1326	496.4209	2517	496.4207	1105	496.4211		
1421			1366	660.4357	2587	660.4337				
1422			371	389.7480	792	389.7437	288	389.7471		
1423			245	766.4891	715	766.4845	273	766.4884		
1424			1373	480.3904	2617	480.3896	1137	480.3904		
1425			1229	381.3411	2366	381.3408	965	381.3407		
1426			1150	381.3408	2366	381.3408	965	381.3407		
1427			1229	381.3411	2366	381.3408	1010	381.3415		
1428			1150	381.3408	2366	381.3408	1010	381.3415		
1429					2700	378.3584	1153	378.3573		
1430			252	382.2079			286	382.2094		
1431			553	834.3986	1076	834.3986	528	834.4035		
1432			988	256.1698	1851	256.1703				
1433			1692	534.4427	3485	534.4424	1416	534.4426		
1434			461	678.3553	934	678.3571	440	678.3553		
1435			1140	415.3257	2274	415.3258				
1436			751	246.1488	1458	246.1502	706	246.1499		
1437			751	246.1488	1660	246.1494	706	246.1499		
1438			1525	313.3292	3093	313.3295	1262	313.3301		
1439			1203	386.2484	2351	386.2488				
1440			1669	721.5082			1398	721.5078		
1441			615	712.3483	1166	712.3407				
1442			650	935.4814			578	935.4853		
1443			1308	390.2787	2460	390.2790	1090	390.2784		
1444			1308	390.2787	2460	390.2790			803	390.2712
1445			1027	324.2127	2232	324.2178	885	324.2084	636	324.2168
1446			1754	833.2402	3634	833.2400	1458	833.2398		
1447			1670	736.5463			1400	736.5448		
1448					3422	673.5444	1393	673.5455		
1449			307	439.2248	917	439.2241	77	439.2293		
1450					2869	451.3357	1188	451.3428		
1451							1188	451.3428	841	451.3468
1452			300	411.7628	645	411.7615	215	411.7605		
1453			1691	533.4428	3484	533.4436	1415	533.4432		
1454			1698	664.6093	3512	664.6087				
1455			523	572.2937			466	572.2943		
1456			659	851.4319	1193	851.4355	587	851.4339		
1457			401	684.4439	765	684.4446	325	684.4446		
1458			259	494.8155	743	494.8147	224	494.8146		
1459			1199	601.4715	2353	601.4733	1000	601.4714		
1460			833	306.2171			721	306.2176		
1461			240	672.4443	697	672.4488	194	672.4450		
1462			240	672.4443	1208	672.4532	194	672.4450		
1463	180	873.5814			3237	873.5817	1368	873.5804	943	873.5804
1464	180	873.5814			3237	873.5817	1309	873.5815	943	873.5804
1465			1755	834.2383	3635	834.2384	1459	834.2390		
1466			1118	487.3326	2245	487.3337	949	487.3318		
1467			1118	487.3326	2283	487.3332	949	487.3318		
1468			1403	416.0512			1156	416.0502		
1469			1180	304.2483	2328	304.2484				
1470			1577	612.3689	3181	612.3686	1305	612.3691		
1471			494	898.4533	1051	898.4563	454	898.4471		
1472			1051	221.1172	2124	221.1180				
1473			358	697.4445	767	697.4446	329	697.4451		
1474			563	471.2645			536	471.2636		
1475					1054	400.2915	744	400.2970		
1476			590	737.3987			543	737.4000		
1477			951	499.2810	1905	499.2816	832	499.2812		
1478					1643	824.5471	277	824.5405		
1479	167	569.5322	1641	569.5322	3379	569.5363	1276	569.5332		
1480			430	585.3768	1346	585.3709	388	585.3797		
1481			1334	364.3423	2546	364.3425	1115	364.3422		
1482			1152	424.3632	2368	424.3633	1012	424.3630	755	424.3626
1483			1216	424.3628	2368	424.3633	1012	424.3630	755	424.3626
1484			1722	518.5148	3552	518.5149				
1485			1667	683.4913	3457	683.4908				
1486			664	244.1346	1216	244.1336				
1487			768	237.0769	1512	237.0777	673	237.0763		
1488	146	758.5930	1486	758.5921						
1489			1650	979.7719	3391	979.7628				
1490			453	360.2299			420	360.2292		
1491							1287	815.5943	940	815.5957
1492					2218	336.2234	892	336.2212		
1493			1005	374.1966	2017	374.1969	875	374.1965		
1494			753	631.8240			666	631.8262		
1495			267	567.3426			188	567.3349		
1496			1286	459.3117	2428	459.3070				
1497			1620	505.4762	3296	505.4669				
1498			83	399.2064	286	399.2082	89	399.2063		
1499			626	665.2987	1159	665.3026	586	665.3013		
1500			1222	293.2881	2372	293.2889				
1501			1161	336.3116	2309	336.3113	1008	336.3107		
1502			1161	336.3116	2233	336.3110	1008	336.3107		
1503			1161	336.3116	2374	336.3112	1008	336.3107		
1504			1161	336.3116	2309	336.3113	969	336.3106		
1505			1161	336.3116	2233	336.3110	969	336.3106		
1506			1161	336.3116	2374	336.3112	969	336.3106		
1507	155	780.5539			3222	780.5636				
1508							1199	414.2717	834	414.2696
1509			1581	427.3786	3147	427.3790	1328	427.3773		
1510			1082	402.2102	2158	402.2116	928	402.2110		
1511			1120	854.5883	2254	854.5911				
1512			1435	564.3973	2856	564.3967	1163	564.3937	879	564.3895
1513			368	326.1812			341	326.1828		
1514	151	766.6459	1533	766.6467	2994	766.6499				
1515			1057	573.4415	2122	573.4429	906	573.4431		
1516			1639	518.4779	3361	518.4789	1382	518.4793		
1517					1334	716.3727	634	716.3815		
1518			1629	523.4922	3328	523.4916				
1519			922	267.1226	1867	267.1236	843	267.1227		
1520			922	267.1226	1867	267.1236	800	267.1232		
1521			1733	574.5407	3584	574.5415	1438	574.5401		
1522					2329	308.2614	979	308.2583		
1523			495	973.4145			455	973.4079		
1524			1133	591.4286	2267	591.4313				
1525			496	252.1883	945	252.1903				
1526			1008	395.1256	2020	395.1263	868	395.1264		
1527			1509	418.3805	2821	418.3766				
1528			1179	287.2228	2327	287.2223				
1529			828	466.3072	1145	466.3155	722	466.3068		
1530			971	388.1835	1935	388.1842	845	388.1841		
1531			924	388.1833	1935	388.1842	845	388.1841		
1532			1420	583.4131	2578	583.4077				
1533			1420	583.4131	2863	583.4139				
1534	181	558.3134			3165	558.3149	1303	558.3133	929	558.3120
1535			1616	659.5281	3301	659.5283	1383	659.5322		
1536			792	799.5129			692	799.5110		
1537			1377	542.2613	2641	542.2628				
1538	109	778.6575	1489	778.6576					895	778.6591
1539					198	430.2647	289	430.2722		
1540			830	230.1540	1689	230.1547	718	230.1540		
1541			830	230.1540	1689	230.1547	756	230.1539		
1542			830	230.1540	1767	230.1546	718	230.1540		
1543			830	230.1540	1767	230.1546	756	230.1539		
1544			680	529.3098			359	529.3017		
1545					2467	389.2679			802	389.2693
1546			432	679.4198	764	679.4193	369	679.4177		
1547			1519	419.3150	3056	419.3157	1249	419.3154	886	419.3185
1548			1278	483.4091	2430	483.4093	1053	483.4081		
1549			601	426.2329			552	426.2341		
1550			256	446.2853	736	446.2837	291	446.2850		
1551			1012	416.2261	2024	416.2265	871	416.2262		
1552			1706	685.2042	3518	685.2046	1424	685.2052		
1553			415	866.4220	870	866.4286				
1554			1266	615.4861	2422	615.4904				
1555	10	462.1476			27	462.1484	15	462.1475	3	462.1473
1556			3	214.9541	8	214.9540	3	214.9539	2	214.9541
1557			413	828.5218	866	828.5172	375	828.5217		
1558			1408	285.2990	2737	285.2976	1160	285.2984		
1559			784	879.4661			682	879.4642		
1560			134	575.2751	442	575.2762	128	575.2759		
1561			1460	408.3167	2883	408.3112	1198	408.3161	831	408.3107
1562			785	190.1233	1554	190.1223	683	190.1224		
1563			1736	684.5786	3600	684.5795				
1564					1077	835.4062	517	835.4040		
1565			1004	358.1735	2016	358.1738	866	358.1736		
1566			1289	334.3031	2451	334.3030	1155	334.3114		
1567			770	255.1071	1514	255.1062	679	255.1050		
1568			1655	536.5041	3405	536.5061				
1569			235	633.3187	687	633.3165	255	633.3180		
1570			975	409.1614	1936	409.1626	796	409.1625		
1571			975	409.1614	1936	409.1626	849	409.1631		
1572			943	433.2424	1894	433.2422	816	433.2416		
1573							1296	738.5927	950	738.5914
1574			1545	639.4374	3101	639.4415	1266	639.4396		
1575			738	865.4468	1387	865.4421	657	865.4492		
1576			1386	491.3403	2668	491.3400				
1577			223	545.3537	559	545.3532	182	545.3531		
1578			373	445.7853	795	445.7888	351	445.7860		
1579			913	291.2265	1835	291.2267	787	291.2257		
1580			352	676.3365	700	676.3389	266	676.3430		
1581			888	358.2491			777	358.2516		
1582			200	490.3081			159	490.3118		
1583			816	500.3795	1665	500.3796	709	500.3802		
1584			468	721.3707			391	721.3689		
1585			711	949.4944			644	949.4968		
1586			1482	784.4921	2925	784.4937				
1587			529	607.2587	996	607.2596	494	607.2593		
1588			213	346.2136	637	346.2139	208	346.2132		
1589			994	313.2278	1997	313.2288	860	313.2282		
1590			571	748.3965	1101	748.4021	524	748.3984		
1591					3586	354.3740	1369	354.3728		
1592			243	764.3568	566	764.3569	199	764.3558		
1593			890	149.0234	1803	149.0237	678	149.0236		
1594	216	568.5300	1551	568.5304	3118	568.5311	1275	568.5307	907	568.5314
1595	166	568.5307	1551	568.5304	3118	568.5311	1275	568.5307	907	568.5314
1596	216	568.5300	1640	568.5303	3118	568.5311	1275	568.5307	907	568.5314
1597	166	568.5307	1640	568.5303	3118	568.5311	1275	568.5307	907	568.5314
1598	216	568.5300	1551	568.5304	3378	568.5309	1275	568.5307	907	568.5314
1599	166	568.5307	1551	568.5304	3378	568.5309	1275	568.5307	907	568.5314
1600	216	568.5300	1640	568.5303	3378	568.5309	1275	568.5307	907	568.5314
1601	166	568.5307	1640	568.5303	3378	568.5309	1275	568.5307	907	568.5314
1602	216	568.5300	1551	568.5304	3118	568.5311	1275	568.5307	996	568.5307
1603	166	568.5307	1551	568.5304	3118	568.5311	1275	568.5307	996	568.5307
1604	216	568.5300	1640	568.5303	3118	568.5311	1275	568.5307	996	568.5307
1605	166	568.5307	1640	568.5303	3118	568.5311	1275	568.5307	996	568.5307
1606	216	568.5300	1551	568.5304	3378	568.5309	1275	568.5307	996	568.5307
1607	166	568.5307	1551	568.5304	3378	568.5309	1275	568.5307	996	568.5307
1608	216	568.5300	1640	568.5303	3378	568.5309	1275	568.5307	996	568.5307
1609	166	568.5307	1640	568.5303	3378	568.5309	1275	568.5307	996	568.5307
1610					3373	354.3737	1369	354.3728		
1611	70	625.5531	1382	625.5523			1128	625.5517		
1612			448	829.5229	867	829.5180				
1613			1098	323.1984					635	323.1972
1614	220	468.5157	1645	468.5150						
1615			1419	552.3956					881	552.3910
1616			936	303.2266	1875	303.2248	810	303.2251		
1617			89	425.2074	382	425.2078	93	425.2111		
1618			860	439.3081	1663	439.3102	752	439.3082		
1619			556	869.4392			476	869.4403		
1620			440	778.3727	860	778.3717	413	778.3726		
1621	230	536.5785			3535	536.5779				
1622			607	926.4825	1138	926.4866	563	926.4811		
1623	138	736.6081	1504	736.6102					930	736.6133
1624			908	616.4647	1838	616.4641				
1625			1259	388.2639	2463	388.2645	1051	388.2633		
1626			1213	513.4194	2356	513.4206	1002	513.4196		
1627					1315	940.5020	617	940.4976		
1628			1229	381.3411	2297	381.3409	965	381.3407		
1629			1150	381.3408	2297	381.3409	965	381.3407		
1630			345	652.4132	690	652.4129	258	652.4145		
1631			890	149.0234	1510	149.0233	678	149.0236		
1632			860	439.3081	1750	439.3081	752	439.3082		
1633			1697	604.5514	3365	604.5507	1418	604.5530		
1634					2623	350.3086			784	350.3091
1635			646	852.4368	1235	852.4324	599	852.4361		
1636			982	471.2510	1955	471.2502	856	471.2492		
1637			1347	760.5796	2558	760.5792	1124	760.5800		
1638			1200	602.4760	2354	602.4759	1001	602.4760		
1639			709	719.8623	1335	719.8601	642	719.8598		
1640					3210	812.6104	1365	812.6106	985	812.6115
1641	59	556.1754					1141	556.1763		
1642	1	98.9747	6	98.9749	10	98.9750	17	98.9748	10	98.9748
1643	1	98.9747	6	98.9749	10	98.9750	17	98.9748	0	98.9747
1644			1430	509.3609	2817	509.3623	1175	509.3615		
1645			1114	397.2039	2220	397.2047	946	397.2012	613	397.2111
1646			1114	397.2039			946	397.2012	500	397.1943
1647					2295	377.3387	971	377.3383		
1648			1248	436.3251	2392	436.3239	1025	436.3260		
1649			660	856.3863			600	856.3920		
1650			770	255.1071	1264	255.1133	679	255.1050		
1651			69	212.1480	236	212.1484	82	212.1470		
1652			1579	314.2838	3192	314.2844	1317	314.2853		
1653			1235	398.2454			1041	398.2439	731	398.2403
1654			485	648.3400	971	648.3452	432	648.3370		
1655			129	443.2335			110	443.2340		
1656			1735	532.5295	3582	532.5307				
1657			478	529.3499	256	529.3419				
1658			1009	401.2079	2021	401.2084	927	401.2072		
1659			1081	401.2083	2021	401.2084	927	401.2072		
1660			1032	258.2431	2080	258.2430	889	258.2428		
1661			393	615.4056			319	615.4073		
1662			400	682.4291	624	682.4210				
1663	215	926.2704	1635	926.2701	3357	926.2711	1380	926.2671		
1664			1168	822.6058	2315	822.6064				
1665			1320	584.4736	2579	584.4744	1133	584.4742		
1666			706	716.3705	1334	716.3727				
1667			866	387.1806	1946	387.1807	801	387.1807		
1668			196	433.2817	510	433.2830	152	433.2820	76	433.2844
1669			195	406.2822			345	406.2723		
1670			62	297.1914			61	297.1923		
1671			1152	424.3632	2301	424.3634	1012	424.3630	755	424.3626
1672			1216	424.3628	2301	424.3634	1012	424.3630	755	424.3626
1673			1007	379.1523	2019	379.1530	867	379.1519		
1674			1462	429.2414	2885	429.2412	1185	429.2413	835	429.2415
1675					796	453.3462	379	453.3416		
1676			1652	547.4002	3394	547.3993	1389	547.3994		
1677			1652	547.4002	3244	547.4041	1389	547.3994		
1678			813	565.3772			704	565.3753		
1679			1498	934.6411	2979	934.6430				
1680			971	388.1835	1935	388.1842	802	388.1832		
1681			924	388.1833	1935	388.1842	802	388.1832		
1682					9	74.0603	4	74.0599		
1683			190	337.2318	577	337.2237	207	337.2305		
1684			1592	516.4260	3197	516.4261	1413	516.4174		
1685			1592	516.4260	3482	516.4175	1413	516.4174		
1686			1527	472.1116			1254	472.1128		
1687			1727	936.7495	3563	936.7544				
1688	223	380.3373	1654	380.3372					1006	380.3371
1689			1173	776.5731	2323	776.5750	976	776.5755		
1690			1310	448.3336	2461	448.3352	1092	448.3324		
1691			939	302.2228	1874	302.2231	806	302.2229		
1692			306	433.1501			290	433.1486		
1693					3134	445.4059	1331	445.4082		
1694			220	396.1907	474	396.1997				
1695			1464	436.3426	2888	436.3459	1186	436.3421	855	436.3422
1696			569	735.3825			501	735.3802		
1697			1582	444.4052	3133	444.4046	1330	444.4053		
1698	219	394.3532	1701	394.3529					991	394.3526
1699	219	394.3532	1643	394.3533					991	394.3526
1700			370	382.2836	1461	382.2809				
1701			800	689.4468			697	689.4482		
1702			578	812.5229	1007	812.5234				
1703			934	244.1695	1877	244.1698	808	244.1697		
1704			572	792.3870	1070	792.3872	525	792.3869		
1705			1302	436.3292	2392	436.3239	1025	436.3260		
1706			1537	520.4579	3096	520.4591				
1707			263	523.3350			305	523.3315		
1708			1088	249.1864	2207	249.1866				
1709			1148	996.7047	2286	996.7064				
1710			419	342.2510	788	342.2500				
1711					2185	313.1443			594	313.1428
1712					49	184.0454	29	184.0454		
1713			1677	681.4829	3440	681.4839	1404	681.4830	1011	681.4841
1714			964	674.5084	1940	674.5062				
1715			486	649.2690			433	649.2651		
1716			1535	312.3265	3092	312.3261	1261	312.3264		
1717			1535	312.3265	3092	312.3261	1217	312.3258		
1718			1726	720.6364	3566	720.6355				
1719	26	316.9864	30	316.9864					30	316.9857
1720			391	611.8838			366	611.8885		
1721			688	847.4290	1285	847.4291	622	847.4300		
1722			364	800.4771	719	800.4718	337	800.4698		
1723			804	351.2083			703	351.2077		
1724					2097	383.1534			274	383.1564
1725			212	337.2240	359	337.2198				
1726			212	337.2240	577	337.2237	207	337.2305		
1727			490	679.3589	895	679.3597	441	679.3553		
1728			1121	488.3353			961	488.3349		
1729			1535	312.3265	2960	312.3256	1217	312.3258		
1730			502	558.3125	922	558.3212				
1731			502	558.3125			465	558.3105		
1732			787	464.2912	1594	464.2932	687	464.2912		
1733			162	311.2081	571	311.2070	131	311.2078		
1734	33	256.9646	55	256.9647	146	256.9648				
